Page_Line;Version;EVAtxt
f8v.P.6;H;        daiin.cthan-ytchy.chey.kaiin.dain.ar-
f8v.P.6;U;        daiin.cthan-ytchy.choy!kaiin.dain.ar-
f8v.P.7;H;        sho.kchol-dar.shey.cthar.chotain.ry-
f8v.P.7;U;        cho.kchol-dar.shey.cthar.chotain.ry-
f8v.P.8;H;        okchol.ksh-chol.chol.chol.cthaiin.dain-
f8v.P.8;U;        okchol.ksh-chol.chol.chol.cthaiin.dain-
f8v.P.9;H;        shol.orchl-chokchy.chol.cthor.chaiin-
f8v.P.9;U;        chol.orchl-chokchy.chol.cthor.chaiin-
f8v.P.10;H;       scharchy-oeesody.kchey.pchy.cpharom-
f8v.P.10;U;       scharchy-oeesody.kchey.pchy.cpharom-
f8v.P.11;H;       sorain=
f8v.P.11;U;       sorain=
f8v.P.12;H;       pchar.cho.rol.dal-shear.cheeotaiin.chal.daiin-
f8v.P.12;U;       pchar.cho.rol.dal-shear-chchotaiin.chal.daiin-
f8v.P.13;H;       kchor.otchar.oky-chokain.keoky.otorchy.satar-
f8v.P.13;U;       kchor.otchar.oky-chokain.keoky.otorchy.satar-
f8v.P.14;H;       shor.okol.lokaiin-shol.kol.char.cthey.tchy.ckham-
f8v.P.14;U;       shor.okol.lokaiin-shol.kol.char.cthey.tchy.ckham-
f8v.P.15;H;       or.chol.cheen.chcky-chor.cheain.char.cheeky.chor.ry-
f8v.P.15;U;       or.chol.cheeb.cheky-chor.cheain.char.cheeky.chor.ry-
f8v.P.16;H;       chor.chear.chear-oteey.dchor.chodey.cho.raiin-
f8v.P.16;U;       chor.cheor.chear-oteey.dchor.chodey.cho.raiin-
f8v.P.17;H;       dain.chear.daiin=
f8v.P.17;U;       dain.chear.daiin=
f9r.P.1;H;        tydlo.choly.cthor.orchey.s.shy.odaiin.sary-shor.cthy-
f9r.P.2;H;        oykeey.chol.ytaiin.okchody.toeoky.okoiin.dy-or.chaiin-
f9r.P.3;H;        toiin.cphy.qotod.otaiin.cthy.okor.chey-cthod.ram-
f9r.P.4;H;        yshy.cho!kcho.chcthod.shor.shaiin.otar.dor-ytol.dayty-
f9r.P.5;H;        daiin.chor.sor.cthy.chokoiin.shol.dsholdy-otchol.ot.dy=
f9r.P.6;H;        pshoain.cthyaiin.okaiir.cfhodo!ral.shar-sy-shydal.chdy-
f9r.P.7;H;        or.chol.chy!tchy.tchol.ytor.qotol.chyky-chodar.aiin-
f9r.P.8;H;        qotcho.qokchy.cthey.koraiin.okain.d.dal-s-olsho.cthy-
f9r.P.9;H;        ocho.cthy.choctoy.chodykchy.saiin.dchy-daiin=
f9r.T.10;H;       ytchas.oraiin.chkar=
f9v.P.1;H;        fochor.oporody.opy.shor.daiin.qopchypcho.qofol.shol.cfhol.daiin-
f9v.P.1;U;        fochor.oporody.opy.shor.daiin.qopchypcho.qofol.shol.cphol.daiin-
f9v.P.2;H;        dchor.qoaiin.chkaiin.cthor.chol.chor.cphol.dy-oty.qokaiin.dy-
f9v.P.2;U;        dchor.qoaiin.chkaiin.cthor.chol.chor.cphol.dy-oty.qokaiin.dy-
f9v.P.3;H;        ykey.chor.ykaiin.daiin.cthy.otaiin.oky-oeees.daiin-
f9v.P.3;U;        ykey.chor.ykaiin.daiin.cthy.otaiin.oky-oeees.daiin-
f9v.P.4;H;        ytey.tchy.kaiin.cthor.otol.oty.toldy=
f9v.P.4;U;        ytey.tchy.taiin.cthor.otol.oty.toldy=
f9v.P.5;H;        pchor.ypcheey.qotor.ypchy.olcfholy.te-ar-chty.daiiin-
f9v.P.5;U;        pchor.ypchchy.qotor.ypchy.olcfholy.te-ar-chty.daiiin-
f9v.P.6;H;        odol.choy.ksheody.chody-dai!n-otchy-cthod.yky-
f9v.P.6;U;        odol.choy.ksheody.chody-dai!n-otchy-cthod-yko-
f9v.P.7;H;        qochol.chol.ctchy.daiin-otal-dor-daim-
f9v.P.7;U;        qochol.chol.ctchy.daiin-otal-dor-daim-
f9v.P.8;H;        soiin.daiin.qokcho.rokyd-daly-
f9v.P.8;U;        soiin.daiin.qokcho.rokyd-daly-
f9v.P.9;H;        daiin.chy.tor.chyty.dary-ytoldy-
f9v.P.9;U;        daiin.chy.tor.chyty.dary-ytoldy-
f9v.P.10;H;       oty.kchol.chol.chy.kyty-
f9v.P.10;U;       oty.kchol.chol.chy.kyty-
f9v.P.11;H;       ychor.chshoty.oky.kaiin-
f9v.P.11;U;       ychor.chshoty.oky!kaiin-
f9v.P.12;H;       chkaiin.ckhy.chor=
f9v.P.12;U;       chkaiin.ckhy.chor=
f10r.P.1;H;       pchocthy.shor.octhody.chorchy.pchodol.chopchal.ypch.kom-
f10r.P.2;H;       dchey.cthoor.char.chty.os.chair.oty!tchol.oky.daiin.etyd-
f10r.P.3;H;       qotor.otchy.daiin.chocthy.qotchy.chol.or.yty.dy.dy-
f10r.P.4;H;       sor.chaiin.chcthy.ctho.ckhy.or.aiin.chtchor.doiir.ody-
f10r.P.5;H;       qokchy.qotchol.chol.cthy=
f10r.P.6;H;       ycheor.cthy.chor.cthaiin.qoctholy.dy-chy.taiin.shy-
f10r.P.7;H;       dchy.qokchol.ykchaiin.yty.daiin.cth-dain.dair.am-
f10r.P.8;H;       qotchor.chor.otol.chol.cholor-chol.daiin.dar-
f10r.P.9;H;       oykchor.shor.chor.chy.kaiiin.dy-chodaiin-
f10r.P.10;H;      oqotar.otor.cfhy.cthor.osain-ytoiin-
f10r.P.11;H;      rotcho.shor.qoty.qotor.cthy.d-otar-
f10r.P.12;H;      rodaiin.daiin.qotchy.qotor=
f10v.P.1;H;       paiin.daiin.sheo.pcheey.qoty.daiin.cthor.oty!dy.sain-
f10v.P.1;U;       paiin.daiin.sheo.pcheey.qoty.daiin.cthor.oty.dy.sain-
f10v.P.2;H;       dain.daiin.ckhy.chcthor.choiin.qot.chodaiin.cthy.daiin-
f10v.P.2;U;       dain.daiin.ckhy.chcthor.choiin.qot!chodaiin.cthy.daiin-
f10v.P.3;H;       dsho.ytey.kchol.ol!ty.chol.dy=
f10v.P.3;U;       dsho.ytey.kchol.ol!ty.chol.dy=
f10v.P.4;H;       qotchy!tor.shoiin.daiin.qotchey.shcthey.ytor.dain-
f10v.P.4;U;       qotchy!tor.shoiin.daiin.qotchey.shcthey.ytor.dain-
f10v.P.5;H;       sho.ykeey.daiin.qotchy.qotor.chol.daiin.qokchy!ky-
f10v.P.5;U;       sho.ykeey.daiin.qotchy.qotor.chol.daiin.qokchy!ky-
f10v.P.6;H;       shoiin.chor.shcthy.qoty.qotoiin.qokol.chor!aiin-
f10v.P.6;U;       shoiin.chor.shcthy.qoty.qotoiin.qokol.chor!aiin-
f10v.P.7;H;       qokol.chy!ky.chol.cheky.daiin.dain.chckhan=
f10v.P.7;U;       qokol.chy!ky.chol.cheky.daiin.dain.chckhan=
f11r.P.1;H;       tshol.schoal.cfhy.sh!f!ydaiin.cphy.shey.t!chody.shoyty-
f11r.P.2;H;       socthody.qodor.y.kshy.daiin.ytchy.ytchoky.kchol.daiin-
f11r.P.3;H;       qoty.chol.cthy.dor.ykychy.choty.dain.chaiin.daiin.ded-
f11r.P.4;H;       dchol.chy.kchy.dy.daiin=
f11r.P.5;H;       tchol.shor.shor.dky.shcphy.daiin.cthy.dy.chodl.daiin-
f11r.P.6;H;       odl.d!s.y.otol.chaiin.ykchor.dair.chody.cthy.s.daiin-
f11r.P.7;H;       qotchy.okchol.cthy.dy=
f11v.P.1;H;       poldchody.shcphy.shordy.qoty-shol.cphar.dan.y-
f11v.P.1;U;       poldchody.shcphy.shordy.qoty-shol.cphar.dan.y-
f11v.P.2;H;       shol.dy.chckhy.shcthy.daiin.dam-ykchy.dain.dchy-
f11v.P.2;U;       shol.dy.chckhy.shcthy.daiin.dam-ykchy.dain.dchy-
f11v.P.3;H;       otchor.dy.kchy.tchy.*ar.qokchd-oky.chol.dy.dy-
f11v.P.3;U;       otchor.dy.kchy.tchy.d!!!!!!ar.qokchd-oky.chol.dy.dy-
f11v.P.4;H;       qokchor.chololer.chyky.dchy.qoky-ctho.tchey.tan-
f11v.P.4;U;       qokchor.chololor.chyky.dchy.qoky-ctho.tchey.tu!-
f11v.P.5;H;       soydy.qoteey.qot!chor.dy.ddy-cthor.shy.arg-
f11v.P.5;U;       soydy.qoteey.qot!chor.dy.ddy-cthor.shy.arg-
f11v.P.6;H;       ycheor.ksho.dor.cthey.s!chold=
f11v.P.6;U;       ycheor.ksho.dor.cthey.s.chold=
f13r.P.1;H;       torshor.opchy.shol.dy.qopchy.shol.opchor.dy!pchy.dchm-
f13r.P.2;H;       dchol.chol.dol.shkchy.ydal.shy.ykchy.qotey.daiin.s.y-
f13r.P.3;H;       s.y.dchor.shaiin.oeees.ykor.chor.ytshy.ykchy.kchy.dar-
f13r.P.4;H;       qodchy.ytchy.otchor=
f13r.P.5;H;       shorodo.shy.tshy.kchol.dpchy.qopchy.otchol.cfhol.dy-
f13r.P.6;H;       tchor.dor.daiin.qotchol.okchy.okchor.oiin.chckhy.d-
f13r.P.7;H;       dchy.qoky.chol.dy.qokhy.d.oldy-okchor.doaiin-
f13r.P.8;H;       shochy.qokchy.torchy.kcck!y-s.okchey.daiin-
f13r.P.9;H;       oldy.shey.chol.doiin.ykoly-okchal.daldy-
f13r.P.10;H;      sotchy.kchy.okorory=
f13v.P.1;H;       koair.chtoiin.otchy.kchod.otol.otchy.octhos-
f13v.P.2;H;       oko.qokol.chodal.otchol.cphol.choty-
f13v.P.3;H;       qokchy.qokod.chy.otchy.cthody-
f13v.P.4;H;       o!l!s.chey.okos.oaiin.okshy.qock!y-
f13v.P.5;H;       qoky.daiin=
f13v.P.6;H;       fol!daiin.olcphy.shol-dy.oty.shor.qotyd-dairo.d-
f13v.P.7;H;       dain.okal.chy.qokchory-dchy.koky.daiin-shoin-
f13v.P.8;H;       otchy.daiin.y.dain.ykol-okchy.okald.d-ytaiin-
f13v.P.9;H;       tchtod.otal.cthor.ytal-y.cho.tal-sho.qocthy-
f13v.P.10;H;      y.ol.chy.kchey.kchor.dal=
f14r.P.1;H;       pcho!daiin.chopol.shoiin.daiin.dain-
f14r.P.2;H;       o.ykeey.soiiin.chok.qokchy.da.okol-
f14r.P.3;H;       ydaiin.ol!chy.kchor.daiin.olol-
f14r.P.4;H;       ochkchar.kol.shy.daiin.dorody-
f14r.P.5;H;       qokchol.dar.dala.qotolo-
f14r.P.6;H;       ychol.oir.okor.choor.ockhy-
f14r.P.7;H;       otcho.dain.chckhy=
f14r.P.8;H;       soshy.fchol.shor.cheor.ykaiin.s-
f14r.P.9;H;       sody.chody.otchody.qotchy.koiin.sy-sho!ty.dy-
f14r.P.10;H;      qotchor.chod.shoty.chody.dol.dy.dy-okchy.d!y-
f14r.P.11;H;      dcho!kchy.schol.dy.shey.dar.qoty-ykeey.ky-
f14r.P.12;H;      oeeen.chey.teor.chey.tchy.ky-chodalg-
f14r.P.13;H;      sodaiin.chy.kchy.kchy.ykeody=
f14v.P.1;H;       pdychoiin.yfodain.oty!shy.dy.ypchor.daiin.kol.ydain-
f14v.P.1;U;       pdychoiin.yfodain.oty!shy.dy.ypchor.daiin.kol!ydain-
f14v.P.2;H;       okchor.d!chy.tshy.oky.chy.cthy.otchy.ty.chol.daiin-
f14v.P.2;U;       okchor.d!chy.tshy.oky.chy.cthy.otchy!ty.chol.daiin-
f14v.P.3;H;       ychy.dy.daiin.chcthy.yky!kaiin.dytchy.ykchy.ky.dy-
f14v.P.3;U;       ychy.dy.daiin.chcthy.yky!kaiin.dytchy.ykchy!ky.dy-
f14v.P.4;H;       ytychy.ksho.ykshy.shok!shor.yty.darody.dy!otyds-
f14v.P.4;U;       ytyshy.ksho.ykshy.shok!shor.yty.darody.dy.otyds-
f14v.P.5;H;       okshy.daiin.okchor.chky.qotchy.daiin.cthor.oty-
f14v.P.5;U;       okshy.daiin.okchor.chky.qotchy.daiin.cthor.oty-
f14v.P.6;H;       qoty.choky.cthy.chokchy.dy!dy!dy.chckhy.dchyd.n-
f14v.P.6;U;       qoty.choky.cthy.chokchy.dy.dy.dy.chckhy.dchyd.n-
f14v.P.7;H;       oykshy.choty.dy!dy.odyd.otchy.o!kchy.dshy.dardy-
f14v.P.7;U;       oykshy.choty.dy.dy.odyd.otchy.o!kchy.dshy.dardy-
f14v.P.8;H;       chokshor.daiin-okshody.daiin-dol.dair.dam-
f14v.P.8;U;       chokshor.daiin-okshody.daiin-dol.dair.dam-
f14v.P.9;H;       dykchy.ctholdg-dchckhy=
f14v.P.9;U;       dykshy.ctholdm-dchckhy=
f15r.P.1;H;       tshor.shey.tchaly-shy.chtols.shey-daiin-
f15r.P.1;U;       tshor.shey.tchaly-shy.chtols.shey-daiin-
f15r.P.2;H;       otchor.qokchor.oly-okor.shy.koly-
f15r.P.2;U;       otchor.qokchor.oly-okor.shy.koly-
f15r.P.3;H;       qokaiin.qotchy.tydy-daiin.chol.cthy-
f15r.P.3;U;       qokaiin.qotchy.tydy-daiin.chol.cthy-
f15r.P.4;H;       scheaiin.chodaiin.chl-sol.ckhaiin.sal-
f15r.P.4;U;       scheaiin.chodaiin.chl-sol.ckhaiin.sal-
f15r.P.5;H;       qotchy.r.shor.cthy-daiin.cthy.dy-
f15r.P.5;U;       qotchy.r.shor.cthy-daiin.cthy.dy-
f15r.P.6;H;       dchy.ko!kaiin.chdy-saiin.okear-
f15r.P.6;U;       dchy.ko.kaiin.chdy-saiin.okear-
f15r.P.7;H;       daiin.shkaiin.cthy-sho.keocthy-
f15r.P.7;U;       daiin.shkaiin.cthy-sho.keocthy-
f15r.P.8;H;       shocthy.tol.kaiin.s-dain.ctholy-
f15r.P.8;U;       shocthy.tol.kaiin.s-dain.ctholy-
f15r.P.9;H;       octhain.qokaiin.chos-odaiin.cthl.s.y-
f15r.P.9;U;       octhain.qokaiin.chos-odaiin.cthl!s.y-
f15r.P.10;H;      ychain.chckhhy.okshy-saiiin.dol!chds-
f15r.P.10;U;      ychain.chckhey.okshy-saiiin.dol.chds-
f15r.P.11;H;      okaiin.otaiin.chl.s!y-chor.choross-
f15r.P.11;U;      okaiin.otaiin.chl.s.y-chor.choross-
f15r.P.11a;H;     qotor.shor.tcheor.chy-cthaiin-shan-
f15r.P.11a;U;     qotor.shor.tcheor.chy-cthaiin-shan-
f15r.P.12;H;      ykshol.dor.sheey.cthy.dain-sky-shor.shoty-
f15r.P.12;U;      ykshol.dor.sheey.cthy.dain-sky-shor.shoty-
f15r.P.13;H;      otcho.kchy.chol.daiin.cthar-ytol.dor.dom-
f15r.P.13;U;      otcho.kchy.chol.daiin.cthar-ytol.dor.dam-
f15r.P.14;H;      qotchor.chaiin.chy.kol!daky=
f15r.P.14;U;      qotchor.chaiin.chy.kol.daky=
f15v.P.1;H;       poror.orshy.choiin.dtchan.opchor.dy-
f15v.P.1;U;       poror.orshy.choiin.dtchan.opchor!dy-
f15v.P.2;H;       *chor.or.oro.r.aiin.cthy.k!!!!!!ain.dar-
f15v.P.2;U;       *chor.or.oro.r!aiin.cthy.*ain.dar-
f15v.P.3;H;       cthor.daiin.qokor.okeor.okaiin-
f15v.P.3;U;       cthor.daiin.qokor.okeor.okaiin-
f15v.P.4;H;       doiin.choky.shol.qoky.qotchod-
f15v.P.4;U;       doiin.choky.shol.qoky.qotchod-
f15v.P.5;H;       otchor.chor.chor.ytchor.cthy.s-
f15v.P.5;U;       otchor.chor.chor.ytchor.cthy.s-
f15v.P.6;H;       qotchey.choty.kaiin.otchy.r.aiin-
f15v.P.6;U;       qotchey.choty.kaiin.otchy.r!aiin-
f15v.P.7;H;       c!oy.choiin.sho.s.chy.s.chy.tor.ols-
f15v.P.7;U;       c!oy.choiir.sho.*!chy.s.chy.tor.ols-
f15v.P.8;H;       ytchor.chor.ol.oiin.oty.shol.daiin-
f15v.P.8;U;       ytchor.chor.ol.oiin.oty.shol.daiin-
f15v.P.9;H;       otchol!o!cthol.chol.chol.chody.kan-
f15v.P.9;U;       otchol.o!cthol.chol.chol.chody.kan-
f15v.P.10;H;      sor.chor.cthoiin.cthy.qokaiin-
f15v.P.10;U;      sor.chor.cthoiin.cthy.qokaiin-
f15v.P.11;H;      soloiin.cheor.chol.daiin.cthy-
f15v.P.11;U;      soloiin.cheor.chol.daiin.cthy-
f15v.P.12;H;      daiin.cthor.chol.chor=
f15v.P.12;U;      daiin.cthor.chol.chor=
f16r.P1.1;H;      pocheody.qopchey.sykaiin.opchy.dor.ychy.daiin.dy-chor.orom-
f16r.P1.2;H;      ychykchy.otly.kol.shor.ody.otody.qoy-oeesordy-
f16r.P1.3;H;      ydor.sheal.okchy.qoy.koiin.choky.ykair=
f16r.T1.4;H;      dainod.ychealod=
f16r.P2.5;H;      tchor.chor.chs.ykch.shocthy.opchy.ty.ky-
f16r.P2.6;H;      oshaiin.dyky.oeees.deeeod.aiin.d!toaiin-
f16r.P2.7;H;      daiin.dalchy.dy!ky.s!chy.s!aiin.doal.qoky-
f16r.P2.8;H;      shotchy.ydain.yky.shody.otol.daiin-
f16r.P2.9;H;      saiin.ytaiin=
f16r.P2.10;H;     toror.daly!dal.opchy.fchol.ypchocfy.okal-
f16r.P2.11;H;     sokchy.qokol.choty!okchy.cthy.chy.kchy-
f16r.P2.12;H;     dy!cho!kchy.shcthy.shtshy.sho.tchokyd-
f16r.P2.13;H;     qokchor.dl.dy.shey=
f16v.P.1;H;       pchraiin.otchor.chpchol.chpchey.s.pchoct!y-
f16v.P.2;H;       ytchor.y.ky.chokchy.qokcho!cthor.shory-
f16v.P.3;H;       ykchy.dy.choy.qoty.chy.kchy.koshet-
f16v.P.4;H;       dchol.chcthody.cphod.chotol.dal-
f16v.P.5;H;       ytchy.chyty.chor.chol.ytchy.dan-
f16v.P.6;H;       sor.chkar.oty.chkar.chol.dairin=
f16v.P.7;H;       pchocthy.chypchy.qotchy.chcfhhy.sy-
f16v.P.8;H;       daiin.chol.y.daiin.chcthy.qot!char.chor.sholo-
f16v.P.9;H;       dshy.okaiin.okaiin.chol.chor.cthor.ty.chody-
f16v.P.10;H;      qokchy.chy!dy.ykchy.chckhy.otain.cthor.cthy-
f16v.P.11;H;      okytaiin.chkchy.saiin-
f16v.P.12;H;      daiin.yky.otor.chody-
f16v.P.13;H;      sokar.oaorar=
f17r.P.1;H;       fshody.daram.ydar!chom.opydy.ypod.chop.otchy.dody.oldckhy-
f17r.P.1;U;       fshody.daram.ydar.chom.opydy.ypod.chop.otchy.dody.oldckhy-
f17r.P.2;H;       ydair.sho!!ky.okshy.qodar.ckhody.dor.otchol.qodcthy.ods-
f17r.P.2;U;       ydair.cho!!ky.okshy.qodar.ckhody.dor.otchol.qodcthy.ods-
f17r.P.3;H;       chol.or.chy.qodam.okor.chor.okchom=
f17r.P.3;U;       chol.or.chy.qodam.okor.chor.okchom=
f17r.P.4;H;       tcho*.shol.qokol.qor.olaiin.opydg-som.ypchy.ypaim-
f17r.P.4;U;       tchom.shol.qokol.qor.olaiin.opydm-som.ypchy.ypaim-
f17r.P.5;H;       ychekchy.cthy.chor.shor.cphor.cphaldy-dair.cthey.qody-
f17r.P.5;U;       ychekchy.cthy.chor.shor.cphor.cphaldy-dair.cthey.qody-
f17r.P.6;H;       tsho.qof!cho.qokcheor.chekeg=
f17r.P.6;U;       tsho.qof.cho.qokcheor.chetom=
f17r.P.7;H;       ksheo.qokchy.choldshy.!zepchy-ds!a-opchordy-
f17r.P.7;U;       ksheo.qokchy.choldshy.**epchy-dsh!!!!y-opchordy-
f17r.P.8;H;       dchchy.dychear.schar.ykchy-
f17r.P.8;U;       dchchy.dychear.schar.ykchy-
f17r.P.9;H;       soy.chckhy.o.dar.chypcham-
f17r.P.9;U;       soy.chckhy.o.dar.chypcham-
f17r.P.10;H;      dar.chear.dsheor.*!ain.y.mol-
f17r.P.10;U;      dar.chear.dsheor.r.ain.y.mol-
f17r.P.11;H;      otchol.cthar.okaiin.chol.daiiin-
f17r.P.11;U;      otchol.cthar.okaiin.chol.daiiin-
f17r.P.12;H;      ychod!y.chotom=
f17r.P.12;U;      ychod.y.chotom=
f17v.P.1;H;       pchodol.chor.fchy.opydaiin.odaldy-
f17v.P.2;H;       ycheey.keeor.ctho!dal.okol.odaiin.okal-
f17v.P.3;H;       oldaim.odaiin.okal.oldaiin.chockhol.olol-
f17v.P.4;H;       kchor.fchol.cphol.olcheol.okeeey-
f17v.P.5;H;       ychol.chol.dol!cheey.tchol.dar.ckhy-
f17v.P.6;H;       oekor.or.okaiin.or.otaiin.d-
f17v.P.7;H;       sor.chkeey.poiis.cheor.os.s.aiin-
f17v.P.8;H;       qokeey.kcha!r.ol.dy.chol!daiin.sy-
f17v.P.9;H;       ycheol.shol.kchol.chol!taiin.ol-
f17v.P.10;H;      oytor.okeor.okar.okol.doiir!am-
f17v.P.11;H;      qokcheo.qokoiir.ctheol.chol-
f17v.P.12;H;      oy.choy.koaiin.chckhey.ol.chor-
f17v.P.13;H;      ykeor.chol.chol.cthol.chkor.sheol-
f17v.P.14;H;      olo.r.okeeol.chodaiin.okeol.tchory-
f17v.P.15;H;      ychor.cthy.cheeky.cheo.otor.oteol-
f17v.P.16;H;      okcheol.chol.okeol.cthol.otcheolom-
f17v.P.17;H;      qoain.sar.she.dol.qopchaiin.cthor-
f17v.P.18;H;      otor.cheeor.ol.chol.dor.chr.or.eees-
f17v.P.19;H;      dain.chey.qoaiin.cthor.chol.chom-
f17v.P.20;H;      ykeey.okeey.cheor.chol.sho.ydaiin-
f17v.P.21;H;      oal.sheor.sholor.or.shecthy.cpheor.daiin-
f17v.P.22;H;      qokeee.dar.chey.keeor.cheeol.ctheey.cthy-
f17v.P.23;H;      chkeey.okeor.char.okeom=
f18r.P.1;H;       pdrairdy.darods!f.yoar.ykchol.dar.o.m.chckhy-ockhor.dal-
f18r.P.2;H;       otshol.qokchol.chykchy.okchal.daiin.dy-chol.diiin-
f18r.P.3;H;       qokchor.chor.chckhy.or!chey.qokchol.dy-ytchar.g-
f18r.P.4;H;       chor.cthor.okeor.ykchol.okain=
f18r.P.5;H;       tchor.shor.cthaiin.cthol.chlol.chom-
f18r.P.6;H;       ychy.kchor.dair.ytol.chcthy.dar.dar.dal-
f18r.P.7;H;       oshor.shaiin.cthy.sholdy.doldy.doldaiin-
f18r.P.8;H;       qokchor.ckhol.olody.okal!dy-dary-
f18r.P.9;H;       chol.chcthal.okshal.chykald-
f18r.P.10;H;      dar.shor.qokchol.ol.ydaiin-
f18r.P.11;H;      sotchaiin.chokchy.chekhol.chor.g-
f18r.P.12;H;      ychair.cthol.daiin.qokchy.cthy-
f18r.P.13;H;      or.shaiin.cthar.cthal.okal.dar=
f18r.T.14;H;      ychekchy.kchaiin=
f18v.P.1;H;       told.shar.ytshy.otchdal.dchal.dchy.ytd!g-
f18v.P.1;U;       told.shor.ytshy.otchdal.dchal.dchy.ytd!m-
f18v.P.2;H;       qoeees.or.oaiin.shy!.okshy.qokchy.qokchy.s.g-
f18v.P.2;U;       qoeees.or.oaiin.shyr.okshy.qokchy.qokchy.s.g-
f18v.P.3;H;       or.shy.qoky.qoky.chkchy.qokshy.qokam-
f18v.P.3;U;       or!shy.qoky.qoky.chkchy.qokshy.qokam-
f18v.P.4;H;       qotchy.qokay.qokchy.ykcho.ydl.dar-
f18v.P.4;U;       qotchy.qokay.qokchy.ykcho.ydl.dan-
f18v.P.5;H;       r.ychoees.ykchy.qol.kchy.qotchol.daiir.om-
f18v.P.5;U;       !!ychoees.ykchy.qol.kchy.qotchol.daiir.om-
f18v.P.6;H;       qotor.chor.otchy.qokeees.chy.s.ar.ykar-
f18v.P.6;U;       qotor.chor.otchy.qokeees.chy.s.ar.ykar-
f18v.P.7;H;       ychol.dor.chod.qokol.daiin.qokol.dar.dy-
f18v.P.7;U;       ychol.dor.chod.qokol.daiin.qokol.dar.dy-
f18v.P.8;H;       tolol.sh.cphoy.daror.ddy.ytor.ykam-
f18v.P.8;U;       tolol.sh.cphoy.daror.ddy.ytor.ykam-
f18v.P.9;H;       okchor.qotchy.qokchy.ytol.doky.dy-
f18v.P.9;U;       okchor.qotchy.qokchy.ytol.doky.dy-
f18v.P.10;H;      yka.dshy.dair.ykol.dom=
f18v.P.10;U;      yko.dshy.dair.ytol.dom=
f19r.P.1;H;       pchor.qodchy.qotshy.dy.tchy.qotchy.qoky.daiin.dchydy-
f19r.P.2;H;       dshy.chor.y.tchy.chol.dytchy.chordy.daiin.dy!ty.s.choy-
f19r.P.3;H;       oscheor.shy.tdaiin.chol.dor.yky-
f19r.P.4;H;       qokorar.daiin.chckhy.shy.kchor-
f19r.P.5;H;       otchy.tchy.qoky.daiin.r-
f19r.P.6;H;       y.shor.shy.daiin.otytchy.daiin-
f19r.P.7;H;       qok!cho.ky.cthar.dor.chan.dar-
f19r.P.8;H;       or.chor.daky.dal.chor.dor!l.shy-
f19r.P.9;H;       qotchor.dy.dor.y.tchy!kchy.shdaiin-
f19r.P.10;H;      daiin.cthor.chol.ykchor.chordy-
f19r.P.11;H;      qotchy.qolody.choldy.cthyd-
f19r.P.12;H;      ykchor.chor.daiin.daiinol-
f19r.P.13;H;      os!octhor.y!tchor=
f19v.P.1;H;       pochaiin.cthor.chpcheos.opchey.py.kchy-
f19v.P.1;U;       pochaiin.cthor.chpcheos.opchey.py.kchy-
f19v.P.2;H;       qokchy.kchol.sor.qokchos.ykchy.darom-
f19v.P.2;U;       qokchy.kchol.sor.qokchor.ykchy.darom-
f19v.P.3;H;       otchy.chol.daiin.qotol.ytol.daii!n-
f19v.P.3;U;       otchy.chol.daiin.qotol.ytol.daiiin-
f19v.P.4;H;       ytch.chcthy.qotol.daiin.daiin-
f19v.P.4;U;       ytch.chcthy.qotol.daiin.daiin-
f19v.P.5;H;       qotchy.qo!teey.daiin.doty.qot-
f19v.P.5;U;       qotchy.qocth*y.daiin.doty.qot-
f19v.P.6;H;       ychoy.kchor.cthol.chocthy.s-
f19v.P.6;U;       ychoy.kchor.cthol.chocthy.s-
f19v.P.6a;H;      ycho.r.chaiin.cthor=
f19v.P.6a;U;      ycho.r.chaiin.cthor=
f19v.P.7;H;       toy.tchey.qo.dchol.qokchs.dom-
f19v.P.7;U;       toy.tchey.qo.dchol.qokchs.dom-
f19v.P.8;H;       ychor.oky.chor.ytal.chol.oky.ddor-
f19v.P.8;U;       ychor.oky.chor.ytol.chol.oky.ddor-
f19v.P.9;H;       daiin.chor.daiin.qokor.y.okchan-
f19v.P.9;U;       daiin.chor.daiin.qoto*!y.okchan-
f19v.P.10;H;      qotol.dar.okchor.daiin.cthor.otam-
f19v.P.10;U;      qotol.dor.okchor.daiin.cthor.otam-
f19v.P.11;H;      otch.okchod!shy.daiin.or.otaiin.dais-
f19v.P.11;U;      otch.okchod!shy.daiin.or.otaiin.dair-
f19v.P.12;H;      yees.ykchol.oty.ytor.ytar.ytchor.ytaiin=
f19v.P.12;U;      yees.ykchol.oty.ytor.ytar.ytchor.ytaiin=
f19v.T.13;H;      otchol!cheaiin.cthol=
f19v.T.13;U;      otchol.cheaiin.cthol=
f20r.P.1;H;       kdchody.chopy.cheey.qotchol.qotoeey.dchor.choiin-
f20r.P.2;H;       chodey.cthey.chotol.odaiir.qotchy.cthody.chodchy-
f20r.P.3;H;       qoteey.cho.chodaiin.sho.qochy.chey.tcheo!dal.daral-
f20r.P.4;H;       ochol.ol.teey.otol!chey=
f20r.P.5;H;       pchocthy.chokoaiin.cp!y.cheeen.opchey.shosaiin.r-
f20r.P.6;H;       choees.okchor.qotol.cheey.daiin.chy.choiin.daiin-
f20r.P.7;H;       ocho!l!shod.daiin.choteol.chol.dol.shol.otaiin-
f20r.P.8;H;       schodain.cheo.r.cheody=
f20r.P.9;H;       fchodees.shody.qotchey.qokchey.qocphy.chokoldy-
